lowlevel.mfcc.mean.1,lowlevel.mfcc.mean.10,lowlevel.mfcc.mean.11,lowlevel.mfcc.mean.12,lowlevel.mfcc.mean.2,lowlevel.mfcc.mean.3,lowlevel.mfcc.mean.4,lowlevel.mfcc.mean.5,lowlevel.mfcc.mean.6,lowlevel.mfcc.mean.7,lowlevel.mfcc.mean.8,lowlevel.mfcc.mean.9,lowlevel.spectral_centroid.mean,lowlevel.spectral_spread.mean,lowlevel.spectral_rolloff.mean,lowlevel.spectral_skewness.mean,lowlevel.spectral_flux.mean,lowlevel.spectral_kurtosis.mean,lowlevel.spectral_complexity.mean,lowlevel.spectral_contrast_coeffs.mean.0,lowlevel.spectral_contrast_coeffs.mean.1,lowlevel.spectral_contrast_coeffs.mean.2,lowlevel.spectral_contrast_coeffs.mean.3,lowlevel.spectral_contrast_coeffs.mean.4,lowlevel.spectral_contrast_coeffs.mean.5,lowlevel.spectral_contrast_valleys.mean.0,lowlevel.spectral_contrast_valleys.mean.1,lowlevel.spectral_contrast_valleys.mean.2,lowlevel.spectral_contrast_valleys.mean.3,lowlevel.spectral_contrast_valleys.mean.4,lowlevel.spectral_contrast_valleys.mean.5,lowlevel.dissonance.dmean
155.11,-7.55,-0.07,-7.38,-53.07,24.57,-4.76,8.04,-12.31,-5.61,-4.15,1.34,1387.1,3414012,1616.9,1.71,0.09,7.45,17,-0.56,-0.72,-0.7,-0.69,-0.73,-0.72,-8.02,-6.93,-7.59,-7.69,-8.06,-11.51,0.04
156.9,-7.25,-0.38,-8.33,-51.34,24.59,-4.22,8.85,-11.81,-4.07,-2.92,1.38,1313.92,3244019.5,1582.45,1.67,0.1,6.83,17.09,-0.57,-0.72,-0.7,-0.7,-0.74,-0.72,-7.88,-6.87,-7.51,-7.6,-7.98,-11.47,0.04
157.17,-6.75,0.85,-7.52,-49.91,25.81,-4.9,8.29,-10.7,-3.86,-2.65,1.35,1289.83,3164998.75,1570.49,1.78,0.1,8.19,17.56,-0.56,-0.71,-0.7,-0.7,-0.74,-0.71,-7.8,-6.87,-7.48,-7.61,-7.95,-11.46,0.04
157.61,-6.62,1.42,-6.54,-50.79,23.46,-6.51,8.66,-10.3,-4.48,-4.52,0.19,1305.48,3424055,1584.37,1.58,0.1,5.92,16.56,-0.56,-0.71,-0.7,-0.7,-0.74,-0.72,-7.95,-6.94,-7.5,-7.62,-7.98,-11.47,0.04
154.56,-7.69,1.54,-5.78,-52.5,23.44,-7.1,7.69,-12.06,-5.21,-5.95,-1.04,1353.39,3205932,1665.71,1.75,0.09,7.79,16.6,-0.56,-0.71,-0.71,-0.71,-0.74,-0.71,-8.11,-6.89,-7.49,-7.6,-7.97,-11.5,0.03
153.34,-7.33,1.85,-6.58,-54.98,25.05,-6.72,7.84,-12.41,-5.64,-5.97,-0.26,1423.96,3086947.5,1699.69,1.63,0.1,6.78,17.93,-0.55,-0.72,-0.7,-0.7,-0.73,-0.7,-8.03,-6.75,-7.43,-7.5,-7.83,-11.39,0.03
154.7,-5.5,2.94,-6.15,-54.07,22.96,-6.11,8.38,-11.13,-5.08,-6.07,0.59,1365,2848433,1633.65,1.74,0.11,7.81,18.29,-0.56,-0.71,-0.7,-0.7,-0.74,-0.71,-7.92,-6.71,-7.34,-7.43,-7.77,-11.36,0.03
154.78,-4.03,2.99,-5.6,-53.66,23.09,-5.52,8.33,-10.98,-4.27,-5.4,2.02,1390.9,3642667,1669.54,1.67,0.11,7.28,18.2,-0.57,-0.7,-0.7,-0.69,-0.74,-0.71,-7.87,-6.72,-7.35,-7.47,-7.77,-11.28,0.03
156.18,-3.22,2.94,-5.47,-55.38,24.49,-6.57,7.15,-12.34,-5.83,-6.42,2.98,1429.07,3424055,1723.13,1.72,0.11,7.8,18.42,-0.57,-0.69,-0.7,-0.68,-0.73,-0.71,-7.92,-6.65,-7.36,-7.53,-7.82,-11.33,0.03
154.12,-3.7,1.96,-6.04,-58.68,25.62,-6.26,5.9,-14.64,-7.18,-6.89,3.55,1498.77,2888787,1770.99,1.66,0.1,7.38,18.18,-0.58,-0.7,-0.7,-0.67,-0.72,-0.7,-8,-6.65,-7.4,-7.54,-7.87,-11.43,0.03
152.54,-3.2,1.09,-6.3,-57.04,26.19,-7.19,4.72,-14.81,-8.35,-7.44,4.5,1488.99,3138876.75,1764.29,1.7,0.1,7.76,17.8,-0.58,-0.7,-0.71,-0.68,-0.72,-0.71,-8.08,-6.62,-7.45,-7.59,-7.9,-11.41,0.03
152.01,-4.91,0.61,-5.91,-55.22,25.03,-8.47,4.07,-15.43,-9.82,-7.86,3.88,1459.93,3350891.75,1687.25,1.66,0.09,7.31,17.53,-0.57,-0.71,-0.72,-0.68,-0.73,-0.71,-8.19,-6.56,-7.43,-7.63,-7.88,-11.4,0.03
154.55,-4.12,0.75,-4.79,-56.35,26.2,-7.7,4.7,-15,-10.38,-7.84,5.64,1485.49,2825496.5,1735.47,1.63,0.1,6.99,18.81,-0.57,-0.7,-0.71,-0.67,-0.73,-0.7,-8.07,-6.41,-7.32,-7.47,-7.74,-11.3,0.03
154.48,-5.06,0.21,-4.5,-58.75,25.67,-8.67,5.38,-16.41,-12.41,-10.11,5.31,1514.99,2804140.25,1805.39,1.61,0.1,6.81,18.55,-0.58,-0.71,-0.73,-0.67,-0.73,-0.7,-8.16,-6.4,-7.31,-7.51,-7.8,-11.41,0.03
151.47,-5.18,-0.36,-4.92,-59.23,25.31,-7.57,4.42,-17.05,-13.86,-10.4,4.94,1565.92,2901702,1860.09,1.66,0.1,7.31,19.5,-0.58,-0.71,-0.74,-0.66,-0.72,-0.7,-8.17,-6.36,-7.26,-7.45,-7.77,-11.31,0.02
150.49,-4.31,-1.02,-5.28,-56.71,25.72,-7.1,4.62,-16.99,-14.06,-9.66,6.44,1567.44,3027988,1818.12,1.69,0.1,7.57,19.53,-0.59,-0.7,-0.74,-0.66,-0.72,-0.7,-8.04,-6.35,-7.25,-7.43,-7.73,-11.23,0.02
154.16,-3.56,-0.29,-4.26,-53.38,25.9,-6.66,5.73,-15.92,-13.06,-8.87,7.21,1517.11,3019697,1769.04,1.67,0.1,7.07,19.35,-0.6,-0.7,-0.74,-0.67,-0.73,-0.71,-7.91,-6.36,-7.27,-7.44,-7.79,-11.31,0.03
151.95,-4.01,-3.15,-6.46,-51.05,27.45,-7.48,4.81,-17.31,-13.51,-8.24,8.74,1545.03,3214750.5,1743.21,1.76,0.1,8.16,18.86,-0.6,-0.71,-0.74,-0.67,-0.73,-0.71,-7.98,-6.38,-7.33,-7.53,-7.84,-11.33,0.03
145.93,-6.56,-5.09,-7.94,-51.07,25.59,-8.86,2.31,-20.66,-15.88,-9.88,7.2,1584.51,3379981.5,1781.27,1.75,0.1,7.78,17.56,-0.57,-0.72,-0.76,-0.68,-0.73,-0.71,-8.35,-6.41,-7.39,-7.56,-7.89,-11.33,0.03
143.17,-9.31,-6.57,-8.44,-49.22,22,-10.68,0.38,-22.42,-16.99,-9.84,6.01,1537.25,3758289.25,1774.95,1.73,0.12,7.08,18.71,-0.54,-0.74,-0.76,-0.69,-0.74,-0.71,-8.47,-6.18,-7.25,-7.41,-7.76,-11.18,0.05
139.21,-10.61,-7.56,-6.14,-42.82,18.41,-10.57,-1.49,-20.4,-17.22,-9.99,4.01,1479.57,4589271,1780.8,1.97,0.15,8.59,19.1,-0.55,-0.75,-0.75,-0.71,-0.76,-0.73,-8.41,-6.09,-7.21,-7.41,-7.62,-10.92,0.07
130.61,-7.47,-1.55,1.68,-31.18,17.38,-5.38,3.07,-12.86,-13.1,-8.26,0.87,1552.28,5386758,1783.67,2.05,0.19,7.89,17.67,-0.63,-0.78,-0.78,-0.76,-0.78,-0.76,-8.33,-6.54,-7.21,-7.53,-7.75,-10.88,0.12
183.36,0.05,-4.37,-17.76,5.63,10.87,10.46,-14.6,-12.27,-17.24,-30.81,-19.56,691.54,3826714.25,912.05,5.57,0.02,56.68,4.49,-0.61,-0.51,-0.7,-0.7,-0.76,-0.85,-9.88,-9.63,-10.6,-11.41,-11.76,-13.99,0.04
199.6,-0.34,-5.15,-19.78,8.3,9.57,9.09,-17.41,-16.13,-20.84,-33.86,-21.36,392.83,1667074.25,408.65,6.3,0.03,66.71,4.82,-0.58,-0.47,-0.68,-0.69,-0.75,-0.85,-9.28,-8.98,-10.02,-10.9,-11.33,-13.68,0.04
205.1,-1.9,-7.26,-20.29,9.77,9.17,6.49,-20.83,-20.29,-24.16,-35.17,-21.74,361.24,2487823.5,351.23,6.39,0.03,69.01,5.07,-0.55,-0.44,-0.67,-0.69,-0.76,-0.85,-9.3,-8.89,-9.95,-10.77,-11.14,-13.4,0.04
205.61,-0.83,-6.85,-20.05,11.86,9.96,3.97,-23.31,-22.43,-25.2,-34.83,-21.76,364.9,1768842,351.71,6.62,0.03,72.22,5.11,-0.55,-0.42,-0.66,-0.7,-0.76,-0.84,-9.31,-8.89,-9.96,-10.73,-11.07,-13.43,0.05
206.26,0.53,-5.44,-19.42,12.09,7.38,3.81,-24.21,-23.37,-25.52,-35.44,-21.22,367.13,2567889.75,367.98,6.39,0.03,68.12,5.24,-0.57,-0.43,-0.66,-0.69,-0.76,-0.85,-9.29,-8.79,-9.91,-10.76,-11.07,-13.33,0.05
208.69,0.52,-6.27,-19.1,13.09,5.02,5.35,-24.07,-24.86,-25.01,-35.33,-20.9,365.33,2767385.5,363.19,6.77,0.03,74.55,5.09,-0.58,-0.42,-0.66,-0.7,-0.77,-0.85,-9.33,-8.79,-9.95,-10.73,-11.09,-13.29,0.05
209.01,0.56,-6.69,-18.95,13.46,3.03,6.08,-23.02,-25.18,-25.04,-36.44,-21.94,356.39,2379312.5,349.32,6.84,0.03,75.56,5.07,-0.57,-0.42,-0.66,-0.7,-0.77,-0.85,-9.35,-8.79,-9.96,-10.72,-11.09,-13.26,0.04
215.79,0.56,-7.36,-19.52,13.14,4.84,6.07,-22.35,-24.86,-25.33,-36,-21.67,352.05,2257531.5,346.92,6.83,0.03,73.51,5.76,-0.56,-0.41,-0.65,-0.7,-0.77,-0.85,-9.14,-8.61,-9.77,-10.53,-10.91,-13.03,0.05
215.91,0.79,-7.33,-19.7,16.83,4.58,5.75,-21.24,-25.2,-25.84,-36.01,-21.69,359.71,2532140.25,358.41,6.99,0.03,76.66,5.67,-0.54,-0.41,-0.65,-0.7,-0.78,-0.85,-9.25,-8.64,-9.82,-10.56,-10.94,-13.03,0.04
215.79,0.6,-7.48,-20.52,20.64,5.56,5.84,-20.59,-26.03,-25.83,-35.01,-21.88,360.06,2780456.5,355.06,6.96,0.03,76.84,5.69,-0.53,-0.41,-0.66,-0.71,-0.78,-0.85,-9.27,-8.68,-9.81,-10.55,-10.94,-12.99,0.05
215.84,0.56,-7.44,-21.31,24.94,6.59,6.23,-18.47,-25.11,-26.27,-35.54,-22.44,352.31,2565336.5,350.75,7.1,0.03,78.32,5.44,-0.52,-0.41,-0.66,-0.71,-0.79,-0.85,-9.34,-8.77,-9.91,-10.66,-11.02,-13.03,0.05
214.83,0.5,-7.66,-21.56,29.06,8.45,6.76,-17.19,-24.47,-26.07,-34.87,-21.88,345.56,2220425.25,348.84,7.17,0.03,79.38,5.33,-0.52,-0.41,-0.66,-0.72,-0.79,-0.85,-9.32,-8.86,-10,-10.73,-11.08,-13.11,0.05
209.09,-0.03,-7.9,-21.19,32.62,10.03,7.34,-15.63,-23.71,-26.22,-34.39,-21.52,357.16,2667888.5,362.24,7.06,0.02,76.59,4.93,-0.52,-0.42,-0.67,-0.73,-0.8,-0.85,-9.52,-8.99,-10.15,-10.84,-11.16,-13.16,0.05
209.03,-0.1,-8.09,-21.04,34.1,12.65,8.94,-15.23,-23.67,-26.14,-34.34,-21.49,360.12,2882225.5,349.79,6.97,0.02,75.98,4.84,-0.52,-0.41,-0.67,-0.73,-0.8,-0.85,-9.5,-9,-10.12,-10.76,-11.09,-13.11,0.05
212.01,-0.92,-7.51,-20.6,39.38,11.14,9.96,-14.69,-23.95,-28.46,-35.15,-21.19,340.15,2099772.25,349.79,7.26,0.02,77.74,4.6,-0.52,-0.4,-0.67,-0.74,-0.81,-0.86,-9.49,-9.12,-10.27,-10.88,-11.22,-13.1,0.04
211.51,-1.28,-6.58,-18.73,47.26,10.49,10.1,-12.96,-24.7,-28.79,-34.38,-20.48,334.55,2489052,354.58,7.37,0.02,78.13,4.18,-0.53,-0.4,-0.69,-0.76,-0.83,-0.87,-9.48,-9.18,-10.3,-10.86,-11.21,-13.02,0.04
211.42,-1.98,-6.37,-17.59,53.12,11.97,9.86,-11.18,-24.91,-29.03,-32.84,-19.98,341.96,2819378.25,353.62,7.18,0.02,73.98,4.13,-0.53,-0.4,-0.7,-0.77,-0.84,-0.87,-9.48,-9.1,-10.24,-10.78,-11.12,-12.88,0.04
211.45,-2.81,-5.73,-16.38,56.48,15.56,8.56,-9.7,-25.5,-28.43,-31.23,-19.13,329.89,2025692.25,356.97,7.1,0.02,70.49,4.29,-0.53,-0.4,-0.71,-0.78,-0.85,-0.87,-9.25,-8.96,-10.1,-10.67,-10.97,-12.74,0.04
207.7,-4.82,-4.36,-14.45,55.89,17.04,7.5,-7.37,-23.64,-27.57,-30.75,-20.9,336.66,2864678.75,361.28,6.72,0.02,65.08,4.18,-0.54,-0.4,-0.73,-0.79,-0.86,-0.87,-9.14,-8.95,-9.93,-10.49,-10.76,-12.55,0.04
206.07,-5.9,-2.73,-12.3,58.01,18.14,7.46,-5.81,-20.69,-25.44,-29.76,-22.02,329.22,2554781.75,357.45,6.44,0.02,58.76,3.98,-0.55,-0.42,-0.74,-0.8,-0.86,-0.86,-9.06,-8.98,-9.91,-10.55,-10.79,-12.62,0.05
201.48,-6.5,-1.02,-9.61,57.52,20.97,7.9,-4.83,-18.78,-23.3,-28.43,-22.24,348.83,3127483.5,354.1,5.95,0.02,51.24,4.02,-0.57,-0.44,-0.75,-0.81,-0.86,-0.86,-8.93,-8.79,-9.76,-10.36,-10.59,-12.46,0.05
194.54,-6.59,0.43,-7.03,55.25,22.94,6.86,-5.67,-16.81,-21.22,-26.04,-21.67,362.08,3541993,356.49,5.35,0.02,43.01,4.2,-0.59,-0.46,-0.77,-0.82,-0.86,-0.85,-8.75,-8.62,-9.53,-10.19,-10.41,-12.33,0.05
190.5,-6.74,1.66,-4.9,51.85,23.61,7.56,-6.77,-15.59,-18.8,-24.58,-21.8,361.01,3315773.25,366.54,5,0.03,37.54,4.49,-0.6,-0.47,-0.77,-0.83,-0.85,-0.85,-8.58,-8.44,-9.32,-10,-10.23,-12.21,0.06
194.69,-6.42,1.55,-4.13,46.81,24.63,8.91,-5.3,-12.56,-16.02,-23.37,-21.68,363.75,3732348.5,356.49,4.67,0.04,33.21,5.22,-0.6,-0.49,-0.77,-0.82,-0.84,-0.85,-8.23,-8.16,-9.01,-9.73,-9.98,-12.02,0.05
163.71,-7.64,-0.13,-1.64,51.89,21.42,7.38,-5.18,-10.34,-15.55,-23.84,-20.54,363.31,3366881.75,377.55,4.36,0.02,29.4,2.16,-0.66,-0.58,-0.8,-0.84,-0.85,-0.86,-9.56,-9.45,-10.24,-10.98,-11.28,-13.43,0.06
168.27,-8.68,-0.42,-1.22,42.98,21.39,6.45,-7.02,-10.58,-14.93,-22.78,-20.43,367.04,3263484.75,372.29,4.23,0.02,28.75,2.67,-0.65,-0.58,-0.79,-0.82,-0.83,-0.85,-9.41,-9.18,-10.06,-10.86,-11.18,-13.44,0.05
176.41,-9.64,-1.62,-1.24,34.39,18.94,5.91,-10.39,-11.28,-14.32,-22.39,-20.33,380.29,3424794.25,381.38,4.29,0.03,31.96,3.27,-0.63,-0.58,-0.77,-0.81,-0.82,-0.84,-9.37,-8.88,-9.82,-10.69,-11.04,-13.39,0.05
186.52,-10.09,-1.42,-1.12,26.74,15.28,5.56,-12.37,-12.11,-14.1,-23.48,-21.52,383.04,3005181.25,387.6,4.59,0.03,39.32,3.69,-0.6,-0.58,-0.76,-0.79,-0.8,-0.84,-9.32,-8.58,-9.6,-10.54,-10.95,-13.36,0.05
194.93,-10.14,-2.35,-1.13,23.55,12.88,5.66,-14.09,-13.22,-13.63,-23.54,-21.55,391.83,3269060.25,398.13,5.09,0.03,50.45,4.09,-0.59,-0.57,-0.76,-0.78,-0.79,-0.84,-9.18,-8.31,-9.41,-10.43,-10.91,-13.33,0.05
202.45,-9.6,-4.26,-2.03,21.24,10.44,5.56,-14.98,-14.9,-14.53,-22.42,-19.05,398.79,3162845.75,395.25,5.35,0.03,55.09,4.47,-0.57,-0.57,-0.75,-0.78,-0.79,-0.85,-9.15,-8.09,-9.28,-10.34,-10.89,-13.28,0.04
206.26,-10.13,-5.19,-2.03,19.45,7.05,4.44,-15.95,-17.74,-16.78,-22.3,-18.44,404.38,2991781.75,412.96,6.03,0.03,71.05,4.64,-0.56,-0.55,-0.74,-0.77,-0.79,-0.85,-9.22,-8.06,-9.27,-10.36,-10.95,-13.35,0.04
212.45,-9.56,-5.9,-3.1,23.92,2.83,2.55,-16.24,-18.83,-17.67,-21.65,-16.78,400.78,2642941.75,401,6.73,0.03,82.54,4.67,-0.54,-0.54,-0.73,-0.76,-0.79,-0.85,-9.32,-8.02,-9.34,-10.49,-11.13,-13.45,0.03
215.63,-10.05,-7.24,-4.38,24.7,-0.84,0.29,-15.7,-20.57,-20.38,-22.21,-16.34,398.55,2567006.5,410.09,7.34,0.03,93.96,4.87,-0.52,-0.54,-0.72,-0.75,-0.79,-0.86,-9.39,-7.86,-9.31,-10.5,-11.19,-13.47,0.03
222.24,-9.64,-8.46,-5.54,28.67,-2.72,-1.65,-15.1,-20.63,-21.67,-22.35,-15.15,389.79,1942687.63,403.39,8.05,0.02,105.73,5.09,-0.51,-0.53,-0.71,-0.74,-0.79,-0.86,-9.4,-7.79,-9.33,-10.6,-11.34,-13.59,0.03
222.31,-9.17,-8.47,-5.55,32.57,-4.83,-6.36,-17.15,-22.16,-23.41,-23.06,-14.59,401.5,2323059.25,426.84,8.24,0.02,109.2,5.18,-0.5,-0.51,-0.71,-0.74,-0.8,-0.86,-9.53,-7.75,-9.28,-10.64,-11.35,-13.51,0.03
227.15,-8.49,-7.25,-5.67,32.39,-5.92,-5.61,-17.53,-22.6,-23.14,-21.7,-13.94,396.21,2019358.25,417.27,8.49,0.03,113.86,5.04,-0.5,-0.51,-0.71,-0.74,-0.8,-0.86,-9.47,-7.69,-9.24,-10.62,-11.32,-13.51,0.03
225.48,-7.87,-6.9,-5.55,33.38,-7.14,-5.11,-17.45,-22.21,-21.31,-21.27,-14,404.52,2151284,418.7,8.4,0.03,111.78,4.96,-0.51,-0.51,-0.72,-0.74,-0.8,-0.86,-9.52,-7.73,-9.18,-10.67,-11.33,-13.47,0.03
227.43,-6.45,-6.29,-6.01,33.9,-7.45,-4.44,-16.7,-22.14,-20.2,-19.8,-12.53,400.73,2098845.75,417.74,8.25,0.03,109.18,5.13,-0.52,-0.5,-0.72,-0.73,-0.8,-0.86,-9.44,-7.74,-9.12,-10.69,-11.33,-13.44,0.04
233.91,-6,-5.41,-5,30.98,-7.68,-3.98,-17.6,-22.63,-19.17,-18.77,-11.95,406.82,2384184.5,425.88,8.63,0.04,115.17,5.62,-0.51,-0.49,-0.72,-0.73,-0.8,-0.86,-9.33,-7.56,-8.88,-10.52,-11.18,-13.23,0.04
233.8,-4.61,-3.09,-4.76,32.31,-7.4,-4.13,-16.88,-23.34,-18.72,-17.71,-11.92,399.7,2000170.13,414.39,8.39,0.04,111.36,5.49,-0.51,-0.48,-0.72,-0.73,-0.8,-0.86,-9.32,-7.57,-8.83,-10.52,-11.15,-13.21,0.03
233.25,-3.07,-1.21,-4.72,32.67,-7.65,-4.63,-16.6,-23.09,-18.51,-17.58,-11.71,402.29,2296746.75,418.22,8.45,0.03,110.09,5.56,-0.51,-0.48,-0.73,-0.73,-0.8,-0.86,-9.37,-7.56,-8.79,-10.5,-11.13,-13.11,0.04
232.49,-2.47,-0.67,-4.93,33.04,-7.72,-4.74,-16.11,-23.29,-18.72,-16.99,-11.05,405.93,2080831.5,416.31,8.28,0.03,105.99,5.6,-0.51,-0.48,-0.73,-0.73,-0.8,-0.86,-9.4,-7.58,-8.77,-10.5,-11.14,-13.13,0.03
233.75,-1.71,-0.02,-4.89,33.12,-7.67,-4.27,-15.74,-23.47,-19.11,-16.4,-10.04,401.22,2116908.75,417.74,8.3,0.03,106.93,5.84,-0.51,-0.48,-0.73,-0.73,-0.8,-0.86,-9.46,-7.63,-8.78,-10.53,-11.19,-13.19,0.03
230.07,-1.11,0.83,-5.18,32.27,-8.95,-5.66,-16.71,-24.38,-19.22,-15.83,-9.63,405.66,2330387.75,419.18,8.21,0.03,104.82,6,-0.51,-0.49,-0.73,-0.73,-0.81,-0.86,-9.56,-7.63,-8.74,-10.49,-11.13,-13.13,0.04
229.78,-0.64,1.14,-5.34,31.71,-9.26,-5.24,-15.93,-23.9,-18.96,-15.44,-9.12,406.06,2326189.25,414.39,7.98,0.03,99.91,5.8,-0.52,-0.49,-0.73,-0.73,-0.8,-0.86,-9.58,-7.68,-8.75,-10.49,-11.16,-13.17,0.03
232.07,0.08,2.52,-5.97,34.52,-14.08,-5.36,-14.53,-23.67,-19.67,-13.69,-8.33,404.33,2107249.25,417.27,8.1,0.02,100.35,5.78,-0.52,-0.5,-0.73,-0.73,-0.81,-0.86,-9.68,-7.69,-8.75,-10.53,-11.29,-13.19,0.03
230.46,1.05,2.72,-5.92,39.41,-18.61,-6.2,-12.43,-23.23,-20.06,-14.18,-7.74,402.42,2415542.5,433.54,8.16,0.02,100.52,5.33,-0.51,-0.52,-0.75,-0.74,-0.83,-0.87,-9.83,-7.78,-8.77,-10.51,-11.33,-13.19,0.03
230.07,2.04,3.34,-6.79,44.05,-21.54,-8.14,-9.41,-21.54,-20.06,-14.61,-8.01,392.41,1838659.5,418.22,8.22,0.02,100.63,5.36,-0.51,-0.54,-0.75,-0.74,-0.84,-0.88,-9.92,-7.78,-8.78,-10.57,-11.4,-13.23,0.03
231.3,2.81,3.52,-7.51,46.93,-22.88,-9.3,-6.52,-19.1,-20.07,-14.97,-7.72,390.07,1479069.25,423.01,8.14,0.02,97.03,5.49,-0.51,-0.56,-0.75,-0.75,-0.85,-0.88,-9.93,-7.77,-8.79,-10.49,-11.42,-13.28,0.03
232.32,3.48,2.28,-8.71,44.25,-24.63,-9.35,-4.57,-16.64,-19.35,-15.14,-6.78,411.74,2405707,472.77,7.5,0.02,85.79,5.71,-0.51,-0.57,-0.76,-0.75,-0.86,-0.88,-9.78,-7.68,-8.6,-10.29,-11.18,-13.03,0.03
235.12,3.92,2.57,-10.29,41.35,-23.54,-8.54,-3.62,-14.56,-16.56,-14.34,-4.41,417.77,2274742.5,471.82,6.85,0.02,72.31,6.31,-0.52,-0.61,-0.75,-0.75,-0.86,-0.87,-9.58,-7.5,-8.52,-10.1,-11.03,-12.94,0.03
231.04,4.16,3,-10.75,34.31,-23.26,-9.05,-4.46,-14.06,-13.66,-14.06,-2.75,446.17,2203753,531.63,6.32,0.02,63.11,6.91,-0.52,-0.63,-0.74,-0.75,-0.86,-0.86,-9.46,-7.29,-8.31,-9.82,-10.72,-12.74,0.04
228.78,5.52,2.91,-11.42,28.49,-23.09,-9.65,-4.02,-12.35,-11.21,-13.72,-0.96,470.33,2176009,589.05,5.82,0.03,54.08,8.09,-0.53,-0.64,-0.73,-0.75,-0.85,-0.86,-9.11,-7.09,-8.08,-9.47,-10.4,-12.49,0.04
226.66,4.76,1.22,-12.51,25.75,-21.05,-8.06,-3.36,-11.05,-9.76,-12.95,-0.67,475.36,2967616.25,605.32,5.39,0.04,47.22,8.91,-0.53,-0.66,-0.73,-0.75,-0.85,-0.85,-8.79,-6.93,-7.91,-9.16,-10.13,-12.24,0.04
221.14,3.51,0.95,-12.65,27.53,-18.07,-5.51,-1.95,-8.67,-9.5,-12.39,-0.87,451.89,2889442.5,569.43,5.27,0.04,45.76,6.78,-0.56,-0.7,-0.75,-0.77,-0.85,-0.86,-9.04,-7.43,-8.39,-9.64,-10.62,-12.82,0.04
207.79,4.69,1.56,-12.75,25.98,-13.35,-7.16,-3.84,-4.62,-10.41,-12.72,-0.9,487.75,2495335.75,605.32,4.78,0.04,38.33,5.56,-0.58,-0.72,-0.75,-0.77,-0.84,-0.85,-9.24,-7.65,-8.69,-9.88,-10.78,-13.15,0.03
211.85,5.06,2.25,-13.07,18.32,-8.64,-7.29,-6.68,-2.54,-9.96,-13.83,-1.32,480.87,2502345.25,589.53,4.52,0.04,35.32,6.47,-0.57,-0.72,-0.75,-0.76,-0.82,-0.84,-8.93,-7.46,-8.55,-9.72,-10.59,-13.08,0.04
215.07,5.69,2.72,-13.14,13.69,-5.01,-7.66,-9.81,-1.62,-10,-15.56,-1.22,496.28,2814080.25,599.1,4.27,0.05,33.16,7.71,-0.57,-0.72,-0.73,-0.76,-0.81,-0.84,-8.69,-7.18,-8.46,-9.49,-10.4,-12.98,0.04
220.2,6.07,2.41,-13.19,9.8,-2.62,-7.53,-12.7,-0.98,-10.18,-17.16,-1.04,496.13,2466499.5,591.92,4.4,0.05,36.59,8.42,-0.56,-0.72,-0.73,-0.76,-0.8,-0.83,-8.6,-6.99,-8.37,-9.46,-10.34,-13,0.04
222.67,6.76,3.11,-12.94,9.25,-1.07,-7.97,-14.72,-0.62,-9.94,-18.61,-1.68,489.09,2560656.25,588.57,4.54,0.05,40.53,8.58,-0.56,-0.71,-0.73,-0.76,-0.79,-0.83,-8.42,-6.91,-8.33,-9.39,-10.32,-13.03,0.04
225.67,6.41,2.99,-12.09,10.23,-1.08,-7.99,-16.32,-1.27,-10.4,-19.49,-2.57,490.41,2287644.5,568.48,4.95,0.05,48.68,8.62,-0.55,-0.7,-0.73,-0.76,-0.79,-0.84,-8.52,-6.88,-8.31,-9.45,-10.4,-13.1,0.03
227.17,8.22,3.03,-10.28,12.7,-2.16,-8.23,-16.88,-2.09,-12.06,-20.81,-3.72,484.47,2250282.5,556.04,4.96,0.04,49.12,8.38,-0.55,-0.7,-0.74,-0.76,-0.79,-0.84,-8.59,-6.86,-8.37,-9.56,-10.55,-13.26,0.03
232.41,9.37,3.13,-10.67,17.34,-1.93,-8.49,-16.86,-1.64,-13.85,-21.76,-5.57,479.41,2647512.5,507.23,5.53,0.04,60.16,8.31,-0.54,-0.69,-0.75,-0.76,-0.79,-0.84,-8.63,-6.85,-8.33,-9.64,-10.65,-13.28,0.03
238.33,9.53,4.31,-10.51,19.88,-1.86,-9.1,-17.55,-2.91,-15.92,-23.9,-7.19,447.65,2135014.5,492.87,5.73,0.04,63.57,8.96,-0.52,-0.68,-0.75,-0.75,-0.79,-0.84,-8.55,-6.67,-8.3,-9.7,-10.72,-13.33,0.03
239.9,10.37,6.5,-8.58,22.2,-3.21,-11.43,-18.65,-4.22,-17.45,-25.37,-7.49,458.22,2290057.5,497.66,5.97,0.04,67.63,9.51,-0.52,-0.67,-0.75,-0.75,-0.79,-0.85,-8.65,-6.52,-8.25,-9.7,-10.71,-13.24,0.03
240.67,11.8,7.12,-7.71,21.73,-4.57,-14.01,-20.59,-4.79,-16.59,-25.45,-7.23,478.1,2352405.75,519.67,6.14,0.04,70.6,10.11,-0.52,-0.67,-0.75,-0.74,-0.79,-0.85,-8.68,-6.39,-8.12,-9.64,-10.62,-13.1,0.03
248.71,13.15,7.73,-6.86,17.38,-1.81,-14.95,-22.21,-4.29,-16.43,-24.93,-6.21,471.42,1781492.75,514.4,6.28,0.05,71.45,11.09,-0.52,-0.66,-0.74,-0.73,-0.78,-0.85,-8.44,-6.11,-7.94,-9.45,-10.43,-12.9,0.03
