lowlevel.spectral_flux.mean,lowlevel.spectral_kurtosis.mean,lowlevel.spectral_rms.mean,lowlevel.spectral_rolloff.mean,lowlevel.spectral_skewness.mean,lowlevel.spectral_spread.mean,lowlevel.spectral_decrease.mean,lowlevel.spectral_centroid.mean,lowlevel.spectral_complexity.mean,lowlevel.spectral_contrast_coeffs.mean.0,lowlevel.spectral_contrast_coeffs.mean.1,lowlevel.spectral_contrast_coeffs.mean.2,lowlevel.spectral_contrast_coeffs.mean.3,lowlevel.spectral_contrast_coeffs.mean.4,lowlevel.spectral_contrast_coeffs.mean.5,lowlevel.spectral_contrast_valleys.mean.0,lowlevel.spectral_contrast_valleys.mean.1,lowlevel.spectral_contrast_valleys.mean.2,lowlevel.spectral_contrast_valleys.mean.3,lowlevel.spectral_contrast_valleys.mean.4,lowlevel.spectral_contrast_valleys.mean.5,lowlevel.dissonance.mean
0.04,16.31,0.00,653.17,2.71,2644941.00,0.00,561.65,10.76,-0.55,-0.64,-0.71,-0.74,-0.79,-0.74,-8.32,-6.83,-8.01,-8.72,-8.97,-12.93,0.40
0.04,15.03,0.00,632.12,2.62,2445113.00,0.00,563.54,11.07,-0.55,-0.63,-0.71,-0.74,-0.79,-0.73,-8.19,-6.87,-7.95,-8.72,-8.92,-12.85,0.40
0.04,14.09,0.00,627.81,2.52,2705776.50,0.00,598.83,11.36,-0.55,-0.63,-0.72,-0.73,-0.78,-0.73,-8.09,-6.77,-7.91,-8.64,-8.82,-12.73,0.40
0.05,14.81,0.00,618.24,2.54,2700911.00,0.00,584.00,11.47,-0.54,-0.63,-0.71,-0.74,-0.78,-0.73,-8.02,-6.67,-7.93,-8.64,-8.76,-12.69,0.39
0.04,13.28,0.00,611.65,2.44,3236939.75,0.00,614.09,11.24,-0.55,-0.63,-0.72,-0.74,-0.78,-0.73,-8.01,-6.68,-7.91,-8.60,-8.72,-12.56,0.40
0.05,12.46,0.01,625.03,2.35,3376207.25,0.00,632.83,13.16,-0.53,-0.62,-0.71,-0.73,-0.77,-0.72,-7.72,-6.42,-7.64,-8.31,-8.43,-12.27,0.41
0.07,11.52,0.01,631.43,2.27,3609717.00,0.00,652.73,15.03,-0.53,-0.61,-0.71,-0.73,-0.76,-0.72,-7.48,-6.29,-7.44,-8.08,-8.21,-12.00,0.41
0.07,9.73,0.01,646.71,2.12,3767642.75,0.00,670.10,15.73,-0.52,-0.60,-0.71,-0.73,-0.76,-0.72,-7.42,-6.24,-7.32,-7.98,-8.12,-11.92,0.41
0.07,10.98,0.01,660.90,2.23,4095626.75,0.00,683.44,15.19,-0.53,-0.60,-0.71,-0.74,-0.76,-0.73,-7.46,-6.30,-7.33,-8.01,-8.15,-11.89,0.40
0.07,10.34,0.01,672.42,2.18,4446525.50,0.00,708.12,15.59,-0.54,-0.60,-0.70,-0.73,-0.76,-0.72,-7.43,-6.32,-7.35,-7.97,-8.13,-11.85,0.39
0.07,11.67,0.01,693.85,2.28,5046950.00,0.00,741.35,14.78,-0.54,-0.61,-0.70,-0.73,-0.76,-0.73,-7.37,-6.31,-7.42,-8.02,-8.15,-11.74,0.39
0.08,9.83,0.01,695.21,2.18,5883123.50,0.00,768.10,14.64,-0.57,-0.64,-0.70,-0.75,-0.76,-0.74,-7.32,-6.22,-7.46,-8.05,-8.20,-11.62,0.39
0.09,7.20,0.01,714.90,1.95,7322953.50,0.00,845.35,14.50,-0.59,-0.67,-0.73,-0.76,-0.76,-0.76,-7.44,-6.26,-7.46,-8.12,-8.30,-11.50,0.38
0.12,8.24,0.01,660.35,2.12,10695985.00,0.00,855.68,12.83,-0.64,-0.73,-0.74,-0.80,-0.78,-0.79,-7.55,-6.27,-7.66,-8.35,-8.47,-11.29,0.33
0.08,31.50,0.01,382.33,3.76,2928882.00,0.00,337.39,8.02,-0.50,-0.66,-0.74,-0.81,-0.82,-0.80,-7.48,-7.31,-8.11,-8.81,-8.98,-12.62,0.40
0.08,32.72,0.01,357.93,3.89,2906550.50,0.00,319.39,7.82,-0.51,-0.65,-0.75,-0.81,-0.82,-0.80,-7.25,-7.34,-8.12,-8.86,-9.06,-12.66,0.40
0.08,36.02,0.01,373.72,4.21,2758817.00,0.00,291.84,7.60,-0.53,-0.64,-0.75,-0.81,-0.82,-0.81,-6.98,-7.35,-8.18,-8.98,-9.18,-12.70,0.39
0.08,44.55,0.01,344.53,4.76,2933433.00,0.00,301.93,7.33,-0.55,-0.65,-0.76,-0.82,-0.83,-0.82,-6.84,-7.29,-8.27,-9.09,-9.35,-12.71,0.39
0.08,50.38,0.01,347.88,5.23,2354659.50,0.00,276.17,6.84,-0.57,-0.66,-0.76,-0.82,-0.83,-0.82,-6.73,-7.38,-8.45,-9.30,-9.58,-12.84,0.37
0.08,47.43,0.01,340.22,5.03,2273614.50,0.00,285.73,7.13,-0.56,-0.66,-0.76,-0.82,-0.82,-0.82,-6.71,-7.27,-8.32,-9.21,-9.52,-12.78,0.37
0.08,44.53,0.01,330.18,4.88,2220507.50,0.00,287.60,7.07,-0.55,-0.67,-0.77,-0.83,-0.83,-0.82,-6.76,-7.22,-8.29,-9.17,-9.51,-12.78,0.38
0.07,44.94,0.01,334.48,4.94,2522559.25,0.00,293.22,7.31,-0.56,-0.67,-0.77,-0.83,-0.82,-0.82,-6.78,-7.22,-8.33,-9.19,-9.57,-12.76,0.38
0.08,42.02,0.01,347.88,4.74,2615042.75,0.00,309.85,7.91,-0.55,-0.66,-0.77,-0.83,-0.82,-0.82,-6.71,-7.07,-8.15,-9.03,-9.41,-12.59,0.38
0.08,37.92,0.01,359.84,4.53,2070426.50,0.00,296.12,7.87,-0.56,-0.66,-0.77,-0.83,-0.82,-0.82,-6.63,-6.99,-8.11,-8.98,-9.39,-12.55,0.39
0.09,47.22,0.01,367.98,5.09,2861418.25,0.00,308.77,7.82,-0.55,-0.65,-0.77,-0.83,-0.82,-0.82,-6.68,-6.95,-8.10,-8.97,-9.40,-12.50,0.39
0.05,43.51,0.00,367.02,4.89,2378739.25,0.00,310.72,6.24,-0.60,-0.66,-0.79,-0.84,-0.83,-0.83,-7.25,-7.52,-8.68,-9.55,-9.99,-13.07,0.37
0.05,45.19,0.00,373.72,4.95,2820738.25,0.00,333.06,6.47,-0.59,-0.65,-0.79,-0.84,-0.83,-0.82,-7.29,-7.44,-8.55,-9.43,-9.86,-12.96,0.37
0.05,49.78,0.00,391.90,5.25,2989465.50,0.00,349.75,6.67,-0.58,-0.63,-0.78,-0.84,-0.83,-0.82,-7.38,-7.43,-8.46,-9.33,-9.79,-12.84,0.36
0.06,50.43,0.00,392.86,5.19,2894663.00,0.00,355.95,7.04,-0.57,-0.61,-0.77,-0.84,-0.83,-0.82,-7.34,-7.32,-8.38,-9.27,-9.73,-12.82,0.35
0.06,54.58,0.00,447.89,5.47,2669444.75,0.00,370.74,7.07,-0.57,-0.59,-0.77,-0.83,-0.83,-0.82,-7.40,-7.34,-8.45,-9.40,-9.84,-12.91,0.34
0.05,54.13,0.00,415.35,5.51,2329229.25,0.00,355.17,6.76,-0.57,-0.59,-0.77,-0.83,-0.83,-0.83,-7.40,-7.42,-8.56,-9.47,-9.92,-12.94,0.34
0.05,59.06,0.00,407.22,5.72,2513777.00,0.00,362.22,6.49,-0.58,-0.59,-0.78,-0.83,-0.83,-0.83,-7.50,-7.53,-8.60,-9.54,-10.00,-13.01,0.34
0.05,57.12,0.00,400.52,5.58,2337362.50,0.00,354.86,6.33,-0.58,-0.59,-0.78,-0.83,-0.83,-0.82,-7.44,-7.56,-8.63,-9.60,-10.04,-13.12,0.35
0.05,79.63,0.00,577.57,6.98,1957005.50,0.00,448.06,7.67,-0.51,-0.60,-0.70,-0.79,-0.81,-0.86,-8.76,-6.67,-8.42,-9.56,-10.36,-12.90,0.31
0.06,60.27,0.00,436.41,5.71,2573492.75,0.00,364.84,6.60,-0.57,-0.58,-0.78,-0.83,-0.83,-0.82,-7.36,-7.40,-8.40,-9.45,-9.92,-12.95,0.35
0.06,62.83,0.01,445.50,5.88,2006433.63,0.00,350.58,7.07,-0.56,-0.57,-0.77,-0.82,-0.82,-0.82,-7.22,-7.30,-8.30,-9.41,-9.91,-12.94,0.35
0.07,61.33,0.01,412.96,5.73,2437373.25,0.00,355.78,7.31,-0.56,-0.59,-0.76,-0.83,-0.82,-0.82,-7.00,-7.13,-8.18,-9.24,-9.75,-12.76,0.36
0.08,61.90,0.01,424.44,5.73,2454148.25,0.00,340.39,7.84,-0.56,-0.60,-0.76,-0.82,-0.82,-0.81,-6.80,-6.99,-8.05,-9.10,-9.59,-12.63,0.37
0.08,53.63,0.01,430.66,5.26,2607170.00,0.00,339.90,8.00,-0.55,-0.61,-0.77,-0.82,-0.82,-0.81,-6.81,-7.04,-7.97,-9.09,-9.56,-12.63,0.38
0.08,48.54,0.01,429.23,5.02,1965061.38,0.00,335.43,8.02,-0.55,-0.62,-0.76,-0.82,-0.81,-0.81,-6.99,-7.08,-7.95,-9.10,-9.66,-12.77,0.39
0.08,45.58,0.01,445.02,4.83,2528220.75,0.00,359.77,8.27,-0.55,-0.63,-0.75,-0.81,-0.82,-0.80,-7.18,-7.04,-7.90,-9.09,-9.60,-12.72,0.39
0.09,47.89,0.01,432.10,4.99,2206286.75,0.00,357.23,8.16,-0.55,-0.63,-0.75,-0.81,-0.81,-0.81,-7.17,-7.04,-7.91,-9.11,-9.61,-12.73,0.38
0.09,47.88,0.01,399.56,4.96,2709492.25,0.00,354.21,8.02,-0.54,-0.63,-0.74,-0.81,-0.82,-0.81,-7.21,-7.06,-7.89,-9.08,-9.59,-12.68,0.38
0.09,44.61,0.01,406.74,4.77,2301022.00,0.00,347.61,8.22,-0.54,-0.63,-0.74,-0.81,-0.82,-0.80,-7.21,-7.05,-7.91,-9.11,-9.57,-12.70,0.38
0.09,46.15,0.01,402.43,4.89,2243756.75,0.00,346.91,8.42,-0.53,-0.63,-0.74,-0.80,-0.82,-0.80,-7.18,-7.01,-7.79,-9.02,-9.53,-12.62,0.37
0.09,45.27,0.01,429.71,4.81,2542162.00,0.00,353.40,8.04,-0.54,-0.63,-0.74,-0.81,-0.82,-0.80,-7.28,-7.12,-7.89,-9.08,-9.57,-12.68,0.36
0.09,44.88,0.01,403.87,4.77,2816364.50,0.00,369.81,7.96,-0.54,-0.63,-0.74,-0.80,-0.82,-0.80,-7.29,-7.09,-7.90,-9.13,-9.59,-12.69,0.35
0.08,44.43,0.01,422.05,4.79,2441871.00,0.00,378.60,8.11,-0.55,-0.63,-0.74,-0.80,-0.81,-0.80,-7.32,-7.05,-7.90,-9.14,-9.62,-12.70,0.35
0.08,43.46,0.01,432.58,4.74,2268007.75,0.00,375.46,8.51,-0.55,-0.64,-0.74,-0.80,-0.82,-0.80,-7.33,-6.99,-7.89,-9.14,-9.65,-12.77,0.35
0.08,47.07,0.01,430.66,4.89,2794781.50,0.00,401.55,8.89,-0.56,-0.65,-0.73,-0.81,-0.82,-0.80,-7.27,-6.88,-7.86,-9.05,-9.58,-12.67,0.35
0.09,42.63,0.01,438.80,4.69,2941070.25,0.00,393.74,9.02,-0.56,-0.65,-0.74,-0.81,-0.82,-0.80,-7.18,-6.73,-7.76,-8.93,-9.42,-12.54,0.35
0.09,44.07,0.01,440.71,4.76,2398621.50,0.00,382.15,9.47,-0.55,-0.65,-0.74,-0.81,-0.82,-0.80,-7.13,-6.70,-7.79,-8.95,-9.53,-12.60,0.35
0.09,47.23,0.01,436.41,4.98,2293863.50,0.00,392.49,9.16,-0.56,-0.65,-0.74,-0.81,-0.82,-0.80,-7.24,-6.73,-7.88,-9.03,-9.58,-12.65,0.35
0.08,46.26,0.00,448.37,4.82,2717233.25,0.00,397.81,9.24,-0.57,-0.66,-0.74,-0.81,-0.82,-0.80,-7.25,-6.74,-7.86,-9.00,-9.56,-12.63,0.36
0.08,42.98,0.00,459.85,4.67,2476773.00,0.00,400.90,8.91,-0.59,-0.65,-0.74,-0.81,-0.82,-0.80,-7.19,-6.82,-7.90,-9.02,-9.59,-12.70,0.36
0.08,44.15,0.00,470.38,4.76,2232657.25,0.00,398.38,8.91,-0.60,-0.65,-0.74,-0.82,-0.82,-0.80,-7.11,-6.83,-7.94,-9.01,-9.54,-12.70,0.35
0.09,44.88,0.01,423.96,4.74,2422901.25,0.00,399.06,9.62,-0.59,-0.66,-0.74,-0.82,-0.82,-0.80,-6.96,-6.72,-7.79,-8.86,-9.40,-12.58,0.37
0.08,46.40,0.01,407.70,4.87,2055477.38,0.00,374.52,9.56,-0.59,-0.66,-0.73,-0.82,-0.82,-0.80,-6.85,-6.67,-7.84,-8.90,-9.45,-12.61,0.37
0.06,44.89,0.00,490.96,4.78,1988912.13,0.00,388.48,7.29,-0.62,-0.68,-0.75,-0.82,-0.83,-0.81,-7.25,-7.17,-8.30,-9.28,-9.89,-13.10,0.37
0.06,43.31,0.00,472.77,4.67,2155649.50,0.00,395.58,7.51,-0.62,-0.66,-0.74,-0.80,-0.83,-0.81,-7.16,-7.12,-8.25,-9.23,-9.82,-12.97,0.36
0.07,48.29,0.00,498.13,4.91,2571687.00,0.00,421.32,8.13,-0.61,-0.64,-0.73,-0.79,-0.82,-0.81,-7.14,-7.04,-8.13,-9.13,-9.72,-12.87,0.36
0.06,45.20,0.00,531.63,4.74,1998692.25,0.00,429.31,8.07,-0.63,-0.65,-0.73,-0.78,-0.82,-0.81,-7.11,-7.08,-8.14,-9.21,-9.81,-13.06,0.36
0.07,45.49,0.00,578.05,4.72,2054530.50,0.00,441.94,8.62,-0.64,-0.66,-0.73,-0.77,-0.81,-0.81,-6.92,-6.89,-7.97,-9.07,-9.73,-13.01,0.38
0.08,50.36,0.01,644.56,5.01,1620901.13,0.00,471.14,9.22,-0.62,-0.67,-0.72,-0.75,-0.81,-0.80,-6.89,-6.75,-7.81,-8.99,-9.71,-12.98,0.38
0.07,52.15,0.00,707.25,5.01,2384199.75,0.00,492.63,9.42,-0.61,-0.67,-0.72,-0.74,-0.81,-0.80,-7.07,-6.72,-7.83,-9.01,-9.76,-13.00,0.38
0.07,53.63,0.00,704.85,5.11,2175125.75,0.00,495.41,9.64,-0.60,-0.67,-0.71,-0.73,-0.80,-0.80,-7.32,-6.71,-7.84,-9.08,-9.88,-13.14,0.38
0.07,53.49,0.00,828.79,5.10,1795945.13,0.00,551.19,10.47,-0.60,-0.66,-0.71,-0.72,-0.80,-0.80,-7.38,-6.67,-7.71,-8.90,-9.77,-13.08,0.39
0.07,45.09,0.00,855.59,4.55,2384353.25,0.00,581.40,11.04,-0.61,-0.65,-0.72,-0.70,-0.79,-0.79,-7.30,-6.58,-7.56,-8.77,-9.66,-13.01,0.39
0.07,46.39,0.01,894.82,4.70,1906670.38,0.00,608.46,11.67,-0.61,-0.64,-0.71,-0.68,-0.78,-0.79,-7.32,-6.52,-7.46,-8.71,-9.68,-13.06,0.40
0.08,45.56,0.01,898.65,4.60,2114676.50,0.00,614.80,12.24,-0.62,-0.65,-0.71,-0.68,-0.77,-0.79,-7.26,-6.38,-7.38,-8.66,-9.60,-12.95,0.40
0.08,44.67,0.01,906.79,4.55,1776084.75,0.00,617.93,12.78,-0.61,-0.64,-0.71,-0.68,-0.77,-0.78,-7.32,-6.36,-7.31,-8.62,-9.52,-12.96,0.40
0.08,43.87,0.01,876.64,4.51,2091254.38,0.00,634.99,13.18,-0.62,-0.65,-0.71,-0.68,-0.77,-0.78,-7.37,-6.32,-7.27,-8.64,-9.52,-12.94,0.40
0.07,36.77,0.01,921.14,4.05,2318880.25,0.00,648.61,13.07,-0.62,-0.65,-0.72,-0.68,-0.76,-0.77,-7.38,-6.32,-7.25,-8.63,-9.53,-13.01,0.40
0.07,36.83,0.01,920.19,4.13,1721709.00,0.00,646.49,13.09,-0.63,-0.65,-0.72,-0.67,-0.76,-0.77,-7.38,-6.37,-7.32,-8.65,-9.52,-13.04,0.40
0.07,40.04,0.01,895.30,4.33,2243456.25,0.00,646.47,13.27,-0.63,-0.64,-0.72,-0.67,-0.75,-0.77,-7.46,-6.32,-7.28,-8.64,-9.54,-12.99,0.40
0.07,35.70,0.01,863.72,4.00,2432482.25,0.00,645.86,13.60,-0.63,-0.64,-0.72,-0.67,-0.76,-0.77,-7.40,-6.27,-7.23,-8.64,-9.48,-12.94,0.40
0.07,39.79,0.01,913.01,4.28,1735816.38,0.00,679.36,14.02,-0.63,-0.65,-0.72,-0.67,-0.75,-0.77,-7.39,-6.20,-7.19,-8.57,-9.47,-12.98,0.40
0.08,39.75,0.01,877.60,4.30,2096143.13,0.00,655.11,14.40,-0.62,-0.66,-0.72,-0.67,-0.75,-0.77,-7.39,-6.14,-7.14,-8.56,-9.42,-12.84,0.41
0.07,32.32,0.01,896.74,3.83,2458645.75,0.00,667.19,14.09,-0.62,-0.67,-0.72,-0.68,-0.75,-0.77,-7.56,-6.22,-7.22,-8.59,-9.47,-12.94,0.42
0.08,33.89,0.01,901.04,3.92,1794934.00,0.00,666.84,14.58,-0.62,-0.67,-0.72,-0.68,-0.75,-0.77,-7.52,-6.15,-7.13,-8.55,-9.41,-12.97,0.42
0.07,30.87,0.01,875.68,3.71,2563008.25,0.00,674.29,14.31,-0.62,-0.69,-0.72,-0.69,-0.75,-0.77,-7.44,-6.14,-7.07,-8.54,-9.40,-12.91,0.41
0.07,32.98,0.00,943.63,3.87,2188295.50,0.00,687.47,13.67,-0.61,-0.70,-0.71,-0.70,-0.76,-0.77,-7.57,-6.26,-7.03,-8.57,-9.50,-12.99,0.41
0.08,30.34,0.01,978.56,3.72,2349635.00,0.00,703.90,13.93,-0.62,-0.70,-0.71,-0.69,-0.76,-0.77,-7.37,-6.22,-6.94,-8.48,-9.39,-12.87,0.41
0.08,32.70,0.01,1012.06,3.83,2560982.00,0.00,711.85,14.18,-0.61,-0.70,-0.71,-0.69,-0.76,-0.76,-7.34,-6.17,-6.93,-8.39,-9.34,-12.82,0.40
0.08,31.71,0.01,966.12,3.77,2111130.00,0.00,703.27,14.47,-0.61,-0.70,-0.70,-0.69,-0.75,-0.76,-7.28,-6.19,-6.97,-8.43,-9.33,-12.89,0.40
0.10,32.06,0.01,931.19,3.79,2255036.00,0.00,681.85,15.11,-0.61,-0.70,-0.69,-0.69,-0.75,-0.76,-7.04,-5.97,-6.84,-8.29,-9.14,-12.68,0.39
0.10,28.04,0.01,959.42,3.58,2223201.25,0.00,700.42,15.18,-0.61,-0.71,-0.68,-0.69,-0.75,-0.75,-6.96,-5.94,-6.83,-8.24,-9.04,-12.63,0.40
0.11,28.13,0.01,984.79,3.59,2589781.50,0.00,691.30,14.93,-0.61,-0.70,-0.67,-0.69,-0.75,-0.75,-6.87,-5.95,-6.79,-8.22,-9.00,-12.52,0.39
0.10,30.14,0.01,962.77,3.70,2578324.50,0.00,697.41,14.60,-0.61,-0.70,-0.66,-0.70,-0.75,-0.75,-7.03,-6.08,-6.86,-8.30,-9.12,-12.65,0.39
0.10,27.04,0.01,974.26,3.54,2057661.38,0.00,713.10,14.09,-0.61,-0.70,-0.65,-0.69,-0.75,-0.75,-7.15,-6.12,-6.88,-8.33,-9.17,-12.75,0.40
0.10,29.27,0.01,982.87,3.66,2268957.25,0.00,718.87,13.67,-0.62,-0.69,-0.64,-0.70,-0.76,-0.75,-7.11,-6.22,-6.95,-8.35,-9.14,-12.69,0.39
0.09,33.16,0.01,981.44,3.92,1690841.63,0.00,719.08,13.22,-0.62,-0.69,-0.64,-0.70,-0.76,-0.75,-7.24,-6.28,-7.07,-8.44,-9.22,-12.82,0.38
0.09,30.98,0.01,985.26,3.83,1806712.38,0.00,728.30,13.27,-0.62,-0.68,-0.64,-0.69,-0.76,-0.75,-7.21,-6.30,-7.17,-8.46,-9.23,-12.77,0.38
0.09,32.15,0.01,969.95,3.87,2256750.25,0.00,699.47,13.04,-0.61,-0.69,-0.65,-0.69,-0.76,-0.76,-7.25,-6.23,-7.13,-8.49,-9.25,-12.73,0.37
0.08,31.97,0.01,960.86,3.83,2704478.50,0.00,698.10,12.87,-0.61,-0.68,-0.66,-0.70,-0.77,-0.76,-7.33,-6.31,-7.20,-8.49,-9.25,-12.76,0.38
0.09,31.39,0.01,925.45,3.84,1866117.75,0.00,679.12,12.84,-0.61,-0.68,-0.67,-0.70,-0.77,-0.76,-7.35,-6.26,-7.14,-8.49,-9.22,-12.78,0.38
0.08,36.24,0.01,924.01,4.16,2058453.38,0.00,676.62,12.80,-0.61,-0.69,-0.66,-0.70,-0.77,-0.76,-7.45,-6.25,-7.17,-8.57,-9.30,-12.75,0.38
0.08,32.55,0.01,953.20,3.93,2195869.50,0.00,690.61,12.71,-0.61,-0.68,-0.67,-0.69,-0.78,-0.77,-7.50,-6.30,-7.14,-8.54,-9.27,-12.71,0.38
0.08,36.85,0.01,930.23,4.15,2461669.75,0.00,662.51,12.09,-0.61,-0.68,-0.67,-0.70,-0.79,-0.77,-7.53,-6.28,-7.18,-8.61,-9.33,-12.77,0.38
0.09,40.12,0.01,916.84,4.31,2563730.75,0.00,646.87,12.80,-0.60,-0.67,-0.68,-0.69,-0.78,-0.77,-7.44,-6.16,-7.09,-8.51,-9.24,-12.64,0.39
0.09,39.47,0.01,864.20,4.32,1605016.88,0.00,617.21,12.98,-0.60,-0.67,-0.69,-0.70,-0.79,-0.77,-7.41,-6.06,-7.08,-8.53,-9.23,-12.74,0.38
0.09,37.42,0.01,850.32,4.19,2304038.75,0.00,616.16,12.91,-0.61,-0.67,-0.69,-0.70,-0.79,-0.77,-7.40,-6.11,-7.15,-8.53,-9.28,-12.68,0.37
0.09,44.42,0.01,835.49,4.59,2085246.75,0.00,598.73,12.93,-0.62,-0.68,-0.69,-0.69,-0.79,-0.77,-7.35,-6.09,-7.18,-8.61,-9.37,-12.80,0.38
0.08,42.87,0.01,797.21,4.51,2014457.63,0.00,568.29,13.07,-0.62,-0.67,-0.69,-0.70,-0.79,-0.78,-7.28,-6.07,-7.19,-8.59,-9.30,-12.70,0.38
0.08,41.10,0.01,738.35,4.44,2188783.25,0.00,560.91,12.56,-0.63,-0.68,-0.69,-0.71,-0.80,-0.78,-7.31,-6.10,-7.21,-8.66,-9.36,-12.74,0.37
0.09,45.14,0.01,763.71,4.63,2358029.50,0.00,594.92,13.18,-0.62,-0.68,-0.69,-0.70,-0.80,-0.79,-7.19,-6.03,-7.19,-8.49,-9.24,-12.61,0.37
0.09,41.13,0.01,779.98,4.47,1768355.25,0.00,570.68,13.20,-0.62,-0.67,-0.68,-0.69,-0.80,-0.78,-7.06,-6.00,-7.19,-8.52,-9.25,-12.61,0.37
0.09,39.70,0.01,768.97,4.34,2102725.25,0.00,567.45,12.62,-0.63,-0.67,-0.69,-0.69,-0.79,-0.79,-7.07,-6.06,-7.24,-8.58,-9.33,-12.68,0.37
0.08,43.92,0.01,720.64,4.57,2023489.25,0.00,549.31,12.67,-0.63,-0.67,-0.69,-0.69,-0.79,-0.79,-6.95,-6.06,-7.28,-8.60,-9.32,-12.67,0.38
0.07,43.01,0.01,721.12,4.50,2604258.75,0.00,570.79,12.07,-0.65,-0.66,-0.70,-0.71,-0.79,-0.79,-7.06,-6.37,-7.46,-8.77,-9.47,-12.84,0.37
0.08,40.45,0.01,734.04,4.35,2021256.50,0.00,555.64,12.42,-0.66,-0.66,-0.70,-0.70,-0.79,-0.79,-6.80,-6.27,-7.41,-8.67,-9.37,-12.79,0.37
0.08,41.46,0.01,761.87,4.46,1928625.00,0.00,570.51,12.74,-0.65,-0.66,-0.69,-0.69,-0.78,-0.79,-6.79,-6.19,-7.35,-8.60,-9.35,-12.71,0.39
0.09,45.39,0.01,775.76,4.67,2063722.75,0.00,575.66,12.74,-0.64,-0.66,-0.70,-0.69,-0.78,-0.79,-6.84,-6.23,-7.31,-8.62,-9.35,-12.67,0.39
0.09,43.41,0.01,794.83,4.54,2178674.75,0.00,588.28,12.53,-0.63,-0.66,-0.70,-0.69,-0.78,-0.79,-6.92,-6.27,-7.31,-8.56,-9.33,-12.64,0.39
0.09,36.96,0.01,849.13,4.16,2299055.00,0.00,607.01,12.43,-0.63,-0.66,-0.70,-0.70,-0.78,-0.79,-6.95,-6.33,-7.33,-8.54,-9.28,-12.60,0.39
0.09,40.76,0.01,888.66,4.36,2520838.75,0.00,633.74,12.08,-0.63,-0.64,-0.71,-0.69,-0.78,-0.79,-7.10,-6.50,-7.32,-8.59,-9.28,-12.63,0.40
0.09,39.71,0.01,863.29,4.28,2595161.50,0.00,616.42,11.59,-0.63,-0.62,-0.71,-0.69,-0.77,-0.79,-7.21,-6.57,-7.34,-8.67,-9.41,-12.74,0.38
0.09,43.77,0.01,858.94,4.57,2991205.75,0.00,606.13,11.83,-0.62,-0.64,-0.70,-0.70,-0.77,-0.80,-7.33,-6.41,-7.21,-8.67,-9.45,-12.62,0.38
0.11,49.41,0.01,901.32,4.89,3233194.50,0.00,611.09,11.50,-0.61,-0.65,-0.69,-0.71,-0.77,-0.81,-7.33,-6.36,-7.10,-8.64,-9.54,-12.58,0.35
0.12,37.99,0.01,1029.29,4.30,4313755.00,0.00,636.38,11.50,-0.63,-0.68,-0.71,-0.70,-0.80,-0.82,-7.30,-6.35,-7.15,-8.53,-9.39,-12.31,0.34
0.14,34.74,0.01,1162.79,4.22,6466409.50,0.00,725.57,11.17,-0.68,-0.71,-0.78,-0.69,-0.81,-0.83,-7.61,-6.45,-7.36,-8.50,-9.40,-12.00,0.31
0.02,56.68,0.00,915.88,5.57,3819480.50,0.00,700.71,4.49,-0.61,-0.51,-0.70,-0.70,-0.76,-0.85,-9.87,-9.64,-10.60,-11.42,-11.76,-13.99,0.33
0.03,66.71,0.00,408.65,6.30,1667074.25,0.00,392.83,4.82,-0.58,-0.47,-0.68,-0.69,-0.75,-0.85,-9.28,-8.98,-10.02,-10.90,-11.33,-13.68,0.32
0.03,69.01,0.00,351.23,6.39,2487823.50,0.00,361.24,5.07,-0.55,-0.44,-0.67,-0.69,-0.76,-0.85,-9.30,-8.89,-9.95,-10.77,-11.14,-13.40,0.30
0.03,72.22,0.00,351.71,6.62,1768842.00,0.00,364.90,5.11,-0.55,-0.42,-0.66,-0.70,-0.76,-0.84,-9.31,-8.89,-9.96,-10.73,-11.07,-13.43,0.30
0.03,68.12,0.00,367.98,6.39,2567889.75,0.00,367.13,5.24,-0.57,-0.43,-0.66,-0.69,-0.76,-0.85,-9.29,-8.79,-9.91,-10.76,-11.07,-13.33,0.29
0.03,74.55,0.00,363.19,6.77,2767385.50,0.00,365.33,5.09,-0.58,-0.42,-0.66,-0.70,-0.77,-0.85,-9.33,-8.79,-9.95,-10.73,-11.09,-13.29,0.29
0.03,75.56,0.00,349.32,6.84,2379312.50,0.00,356.39,5.07,-0.57,-0.42,-0.66,-0.70,-0.77,-0.85,-9.35,-8.79,-9.96,-10.72,-11.09,-13.26,0.28
0.03,73.51,0.01,346.92,6.83,2257531.50,0.00,352.05,5.76,-0.56,-0.41,-0.65,-0.70,-0.77,-0.85,-9.14,-8.61,-9.77,-10.53,-10.91,-13.03,0.28
0.03,76.66,0.00,358.41,6.99,2532140.25,0.00,359.71,5.67,-0.54,-0.41,-0.65,-0.70,-0.78,-0.85,-9.25,-8.64,-9.82,-10.56,-10.94,-13.03,0.27
0.03,76.84,0.00,355.06,6.96,2780456.50,0.00,360.06,5.69,-0.53,-0.41,-0.66,-0.71,-0.78,-0.85,-9.27,-8.68,-9.81,-10.55,-10.94,-12.99,0.27
0.03,78.32,0.00,350.75,7.10,2565336.50,0.00,352.31,5.44,-0.52,-0.41,-0.66,-0.71,-0.79,-0.85,-9.34,-8.77,-9.91,-10.66,-11.02,-13.03,0.27
